Assemblage,Diversity,Observed,Estimator,s.e.,LCL,UCL
00NCQ_2020,Simpson diversity,16.6194026558433,16.924301713668896,0.9364559677917752,15.088881743689418,18.759721683648376
00VTR_2019,Species richness,52,66.20875420875421,10.680592593711339,52,87.14233102597368
00VTR_2019,Shannon diversity,6.3420643433416695,6.563621867878061,0.3714650594316129,5.8355637298770695,7.291680005879053
00VTR_2019,Simpson diversity,2.7063911580970683,2.7107756544082253,0.1250030949975274,2.4657740902570326,2.955777218559418
00WV0_2019,Species richness,59,77.03835227272728,17.937312101315698,59,112.19483797076052
00WV0_2019,Shannon diversity,22.115218775125744,23.379788096506747,1.0945498433665346,21.234509824224382,25.525066368789112
00WV0_2019,Simpson diversity,13.584810372456658,13.817597309461416,0.6561118568891886,12.531641700128908,15.103552918793923
00WV0_2020,Species richness,49,66.94375,10.079419378449598,49,86.6990489668363
00WV0_2020,Shannon diversity,24.131209291856386,27.06701585082199,1.7421519002143893,23.65246087080377,30.48157083084021
00WV0_2020,Simpson diversity,15.950155763239872,16.734426229508205,1.4193822369572608,13.952488164776078,19.516364294240333
00WY5_2019,Species richness,48,68.5881015536188,17.64631601351191,48,103.17424539991455
00WY5_2019,Shannon diversity,21.64121676046601,23.867192998816574,1.579857985357305,20.77072824682825,26.9636577508049
00WY5_2019,Simpson diversity,13.496249169119741,13.960212724049612,1.1761669828252743,11.654967797906934,16.26545765019229
00XMV_2019,Species richness,44,65.08108108108108,20.364807195777075,44,104.99536973690627
00XMV_2019,Shannon diversity,12.887490531051661,13.821768749127129,0.9708879612917343,11.918863311971812,15.724674186282446
00XMV_2019,Simpson diversity,5.904325634809238,5.965274906986347,0.4771997304120366,5.029980621946533,6.900569192026162
00XX7_2019,Species richness,60,90.19126213592233,28.16901733715745,60,145.4015215966353
00XX7_2019,Shannon diversity,20.13005438833015,22.100658654224567,1.6026826277527078,18.959458425181246,25.241858883267888
00XX7_2019,Simpson diversity,10.51603822211649,10.714401359993522,0.9065253288111494,8.937644364450339,12.491158355536705
00XXK_2020,Species richness,45,64.91266375545851,14.170525509145456,45,92.68638339538971
00XXK_2020,Shannon diversity,20.896694721649038,24.457067104249774,2.229060159216474,20.088189472812367,28.82594473568718
00XXK_2020,Simpson diversity,13.152997241033358,13.893560404470437,1.2738388882453282,11.396882061403053,16.390238747537822
00XYF_2019,Species richness,53,73.60918200885574,14.921365179308685,53,102.8545203604708
00XYF_2019,Shannon diversity,19.51924660890006,20.81813404246274,0.9976165127304193,18.862841607128676,22.773426477796807
00XYF_2019,Simpson diversity,11.997350020752847,12.21688159437278,0.7668074739137889,10.713966562425616,13.719796626319942
0129G_2019,Species richness,45,58.96690307328605,14.68671482712218,45,87.75233518565592
0129G_2019,Shannon diversity,18.080968988782015,19.502038109720985,1.1626209066639643,17.22334300498631,21.78073321445566
0129G_2019,Simpson diversity,10.712386996347963,10.964742014742022,0.7712958235549189,9.453029979148221,12.476454050335823
0129G_2020,Species richness,23,31.92857142857143,10.112655862570671,23,51.749012707257776
0129G_2020,Shannon diversity,16.554379114856307,18.853710220490466,1.7366035034115166,15.450029898377815,22.25739054260312
0129G_2020,Simpson diversity,13.2742474916388,14.719626168224297,1.6456512629985816,11.494208961634225,17.945043374814368
01DBS_2020,Species richness,28,35.08661417322835,11.474878466307706,28,57.57696269416566
01DBS_2020,Shannon diversity,17.568660507792508,20.463295851072335,1.8182874347410047,16.899517965438243,24.027073736706427
01DBS_2020,Simpson diversity,13.1665306122449,14.573770491803261,1.5294757515057424,11.576053103624673,17.57148787998185
Arena Hill Prairie_2020,Species richness,61,70.36028257456829,9.67444751760457,61,89.32185127939617
Arena Hill Prairie_2020,Shannon diversity,19.861932436394603,21.100526405429548,1.246161888354509,18.658093985348287,23.54295882551081
Arena Hill Prairie_2020,Simpson diversity,10.529335443859145,10.689498680738774,0.7170358262457935,9.2841342856721,12.09486307580545
Black Earth Rettenmund_2020,Species richness,68,101.0101030110935,16.795000649526422,68.09250661769491,133.9276994044921
Black Earth Rettenmund_2020,Shannon diversity,28.60038799309174,31.126499030750573,1.632005185043065,27.927827645483536,34.325170416017606
Black Earth Rettenmund_2020,Simpson diversity,16.94806963776444,17.388242498469083,1.0261134862150219,15.377097021436803,19.399387975501362
Faville_2020,Species richness,31,59.56,31.73440699215292,31,121.75829477535578
Faville_2020,Shannon diversity,21.40085597557801,30.75234136717478,4.857001298325682,21.23279374959216,40.271888984757396
Faville_2020,Simpson diversity,16.45785876993166,20.169491525423766,2.9181599814659904,14.450003060624354,25.888979990223177
John Muir County Park_2020,Species richness,60,78.03574074074074,14.11622607733362,60,105.70303544993975
John Muir County Park_2020,Shannon diversity,23.318662427324064,24.820088625319233,1.3243530708379576,22.224404303661814,27.415772946976652
John Muir County Park_2020,Simpson diversity,13.269986893840104,13.516042780748704,0.8838006588980457,11.783825319795765,15.248260241701642
Oliver Prairie_2020,Species richness,27,43.06111111111111,16.391718909227897,27,75.18828981790196
Oliver Prairie_2020,Shannon diversity,19.748603146199017,29.290092356149394,5.152081059389068,19.192199034315855,39.38798567798293
Oliver Prairie_2020,Simpson diversity,14.062500000000002,18.06122448979589,4.14073597462154,9.945531110048316,26.176917869543466
Pleasant Valley Conservancy_2020,Species richness,56,59.56363069245165,5.56122191335569,56,70.46342535266373
Pleasant Valley Conservancy_2020,Shannon diversity,21.28844976725627,22.833197977813995,1.5737789429958484,19.74864792991462,25.917748025713372
Pleasant Valley Conservancy_2020,Simpson diversity,10.207493917274938,10.417380051761905,0.9455019522426098,8.56423027805408,12.27052982546973
Westport Drumlin_2020,Species richness,74,130.15985576923077,26.156814828427414,78.89344075522982,181.42627078323173
Westport Drumlin_2020,Shannon diversity,27.317856528754525,30.37668914021165,1.911778769970664,26.629671604660864,34.123706675762435
Westport Drumlin_2020,Simpson diversity,14.532208703441066,14.854871990829187,0.9470221645551974,12.998742655739838,16.711001325918538
